,HIP,Parallax,RA,Dec,Vmag,Spectral_Type,Distance
3571,4906,17.14,010256.66,+075324.3,4.27,G,58.343057176196034
3572,4907,38.73,010256.85,+691338.7,7.67,G,25.819777949909632
3576,4911 H,9.68,010301.47,+472234.3,6.46,G,103.30578512396694
3577,4912,2.67,010301.75,+160807.0,8.56,G,374.53183520599254
3587,*4927 H,61.23,010313.74,+200551.8,11.36,G,16.331863465621428
3611,4956,2.09,010333.60,+611231.5,9.01,G,478.4688995215311
3615,4960,2.45,010336.45,+234606.6,8.6,G,408.1632653061224
3617,*4962 H,2.16,010337.01,+610429.4,5.92,G,462.96296296296293
3618,4963 H,9.72,010337.18,+634116.0,8.14,G,102.88065843621399
3623,4978 H,6.93,010347.14,+064553.5,7.07,G,144.3001443001443
3634,4994,4.14,010400.26,+364959.8,7.92,G,241.54589371980677
3640,5000,0.72,010403.67,+614837.9,8.26,G,1388.888888888889
3658,5023,9.3,010421.67,+041337.3,12.06,G,107.5268817204301
3676,5041,34.39,010432.25,+260712.5,10.02,G,29.078220412910728
3693,5078,10.25,010501.26,+431624.8,7.77,G,97.5609756097561
3696,5086,8.42,010509.60,+111857.3,8.09,G,118.76484560570071
3716,5106,18.19,010526.19,+634318.1,8.29,G,54.975261132490374
3736,*5141,21.87,010549.22,+045431.2,6.35,G,45.72473708276177
3739,*5144,22.69,010551.42,+045435.0,7.26,G,44.07227853680035
3761,5176,20.84,010612.53,+131510.0,8.15,G,47.98464491362764
3770,5185,6.57,010622.49,+161850.9,8.47,G,152.20700152207002
3782,5207,17.23,010636.49,+135304.9,7.22,G,58.038305281485776
3785,5210 H,6.37,010638.15,+642335.2,7.52,G,156.98587127158555
3790,5215,45.24,010641.58,+151624.3,11.45,G,22.104332449160033
3799,5244 H,12.95,010703.94,+113307.5,7.22,G,77.22007722007723
3802,5247,66.46,010706.14,+635626.0,9.0,G,15.046644598254591
3805,5250,0.64,010709.27,+283208.7,8.78,G,1562.5
3812,5262 H,5.92,010713.87,+493319.7,6.81,G,168.91891891891893
3823,5273,21.01,010724.33,+695245.9,10.58,G,47.596382674916704
3826,5276,19.97,010728.65,+411532.4,7.24,G,50.07511266900351
3831,5286,48.2,010737.81,+225722.2,8.41,G,20.746887966804977
3848,5303 H,4.68,010749.57,+465031.6,7.41,G,213.67521367521368
3849,5304,16.81,010751.63,+155147.9,8.03,G,59.488399762046406
3852,5317,16.61,010800.72,+435632.1,5.04,G,60.20469596628537
3861,5336,132.4,010812.92,+545527.2,5.17,G,7.552870090634441
3873,*5353,9.63,010825.80,+633057.2,11.52,G,103.84215991692626
3884,5369,35.99,010840.40,+171438.5,10.56,G,27.78549597110308
3889,5379 H,4.06,010848.67,+302428.7,7.62,G,246.30541871921184
3897,5387,4.97,010855.85,+094350.0,7.31,G,201.2072434607646
3920,5420,3.53,010916.13,+523610.5,9.0,G,283.28611898017
3926,5431,4.37,010924.07,+223439.2,8.38,G,228.83295194508008
3929,5434 H,4.43,010930.12,+471430.6,4.26,G,225.73363431151242
3931,5441,10.17,010935.27,+394652.1,8.42,G,98.32841691248771
3934,5444 H,7.68,010939.14,+234739.4,6.65,G,130.20833333333334
3943,5453,4.37,010947.51,+343641.7,8.49,G,228.83295194508008
3948,5458,4.35,010952.24,+544420.0,6.75,G,229.8850574712644
3958,5468 H,4.37,011000.67,+520159.8,7.92,G,228.83295194508008
3966,5476,11.7,011007.25,+514433.9,8.53,G,85.47008547008548
3970,*5480,13.21,011007.56,+514448.2,8.09,G,75.7002271006813
3977,5497,4.1,011022.92,+534359.4,8.28,G,243.90243902439028
3992,5527,20.0,011044.53,+105959.0,9.08,G,50.0
3997,5542,23.73,011105.93,+550859.8,4.34,G,42.14075010535188
4006,5551,4.17,011110.58,+461102.1,6.6,G,239.80815347721824
4009,5554,3.89,011114.92,+463747.4,7.31,G,257.0694087403599
4012,5557,5.35,011116.25,+144130.4,7.96,G,186.9158878504673
4023,5573,3.41,011127.91,+042545.7,8.89,G,293.2551319648094
4031,5586,20.11,011139.59,+300523.0,4.51,G,49.72650422675286
4036,5596,4.16,011145.68,+135236.2,8.58,G,240.3846153846154
4059,5629,18.76,011217.17,+042542.7,11.35,G,53.304904051172706
4072,5647,31.12,011231.44,+005853.9,8.71,G,32.13367609254499
4095,5670,3.67,011251.66,+555619.5,8.59,G,272.47956403269757
4096,5671,4.97,011252.98,+320431.7,7.0,G,201.2072434607646
4102,5682,16.49,011302.38,+330918.5,7.41,G,60.64281382656156
4117,5707,2.31,011324.73,+735514.5,7.7,G,432.9004329004329
4143,5763,32.62,011358.86,+162940.8,9.82,G,30.65603923973023
4152,5777,14.33,011407.15,+254940.1,8.35,G,69.78367062107466
4157,5782,1.5,011410.23,+350120.1,8.7,G,666.6666666666666
4159,*5784,23.31,011410.48,+584844.8,7.18,G,42.900042900042905
4169,5795,5.68,011420.83,+303231.6,7.36,G,176.05633802816902
4184,5820,4.82,011441.02,+473258.9,8.07,G,207.4688796680498
4186,5827,3.16,011444.12,+392658.9,7.72,G,316.4556962025316
4188,5829 H,11.38,011445.76,+605620.8,7.25,G,87.87346221441125
4193,5834,11.89,011449.79,+430908.1,9.98,G,84.10428931875525
4196,5837,11.79,011451.19,+094428.1,8.0,G,84.81764206955047
4198,5839,2.51,011452.85,+624050.4,8.49,G,398.40637450199205
4200,5841,11.59,011458.19,+594507.2,7.94,G,86.28127696289906
4212,5863,2.8,011510.57,+605148.4,8.86,G,357.14285714285717
4237,5898 H,17.75,011546.78,+094705.3,7.16,G,56.33802816901409
4250,5926 H,0.22,011611.90,+714437.8,5.87,G,4545.454545454545
4254,5930,2.96,011613.41,+164939.8,7.68,G,337.83783783783787
4256,5932,11.18,011616.11,+160959.8,7.93,G,89.44543828264759
4263,5939,4.02,011624.49,+480456.1,6.61,G,248.75621890547265
4268,5949,11.19,011635.95,+024405.7,7.56,G,89.36550491510278
4271,*5952 H,16.08,011636.28,+183121.4,8.47,G,62.18905472636816
4276,5957,44.03,011639.08,+251954.2,10.1,G,22.71178741766977
4292,*5983,4.97,011658.35,+534605.6,8.63,G,201.2072434607646
4298,*5994,9.11,011705.05,+295933.5,7.84,G,109.76948408342481
4300,6001,12.64,011711.37,+093004.0,11.46,G,79.1139240506329
4301,6002,2.63,011711.90,+601629.6,9.25,G,380.2281368821293
4302,6003 H,14.06,011713.67,+103548.0,7.91,G,71.12375533428165
4328,6049,5.83,011742.56,+010906.5,8.12,G,171.52658662092625
4338,6069,65.3,011753.20,+052831.7,11.02,G,15.313935681470138
4383,6134,3.54,011842.48,+095827.2,10.24,G,282.4858757062147
4388,6140 H,7.15,011847.02,+372310.7,6.44,G,139.86013986013987
4393,6145,3.78,011854.16,+333057.0,7.6,G,264.55026455026456
4421,6178,12.93,011916.03,+614138.3,8.42,G,77.33952049497293
4449,*6216 H,8.57,011942.79,+120844.9,8.07,G,116.68611435239207
4471,6248,3.24,012009.48,+390536.8,8.39,G,308.641975308642
4478,6255,4.37,012014.08,+350719.7,7.83,G,228.83295194508008
4503,*6290,52.71,012041.06,+571936.7,10.36,G,18.971732119142477
4508,6295 H,9.75,012047.87,+561226.4,7.81,G,102.56410256410257
4511,6298,11.57,012048.97,+112729.3,8.31,G,86.4304235090752
4545,6342,37.85,012129.16,+241950.0,10.7,G,26.42007926023778
4547,6344,41.44,012129.95,+800907.2,9.67,G,24.131274131274132
4562,6384,7.21,012202.45,+154721.5,7.35,G,138.69625520110958
4574,6401,2.97,012212.59,+433502.9,6.69,G,336.70033670033666
4575,6402,4.44,012213.12,+142026.6,8.05,G,225.22522522522522
4584,6416,9.83,012223.42,+051505.3,7.48,G,101.7293997965412
4594,6431 H,23.84,012236.36,+124503.3,9.5,G,41.946308724832214
4610,6462,10.01,012306.78,+091115.8,7.43,G,99.9000999000999
4627,6489,17.59,012322.77,+141613.9,11.1,G,56.85048322910745
4634,6496,8.19,012325.92,+524825.3,8.38,G,122.1001221001221
4640,6512,16.98,012337.31,+341444.2,6.28,G,58.89281507656066
4644,*6521 H,5.27,012346.86,+062956.8,8.37,G,189.75332068311198
4652,6529,5.35,012351.95,+255530.1,8.31,G,186.9158878504673
4653,6530,4.97,012353.43,+101452.0,11.83,G,201.2072434607646
4658,6535,3.38,012400.97,+151819.2,8.94,G,295.85798816568047
4671,6548,5.74,012411.71,+511024.7,7.6,G,174.21602787456445
4690,6572,16.59,012425.31,+062903.5,8.12,G,60.27727546714888
4695,6577,2.96,012430.73,+220217.8,8.89,G,337.83783783783787
4696,6578,5.7,012430.85,+390130.3,7.85,G,175.43859649122805
4701,6583,2.4,012433.04,+531110.2,8.22,G,416.6666666666667
4714,6596,17.35,012442.69,+643600.0,10.76,G,57.63688760806916
4719,6601,10.77,012446.77,+200931.4,8.15,G,92.85051067780873
4731,6613,30.24,012453.61,+183001.4,8.49,G,33.06878306878307
4738,6625,2.93,012500.84,+374212.6,8.18,G,341.29692832764505
4743,6630,7.57,012504.09,+030414.8,8.63,G,132.1003963011889
4746,6633 H,6.26,012506.75,+453631.0,8.19,G,159.7444089456869
4749,6636,5.05,012508.33,+354359.4,7.66,G,198.01980198019803
4753,*6640,4.12,012512.02,+225802.3,8.47,G,242.71844660194174
4755,6642,2.69,012512.25,+200057.7,9.13,G,371.74721189591077
4758,6645,0.84,012516.12,+614233.8,8.84,G,1190.4761904761906
4763,6660,22.05,012528.44,+120922.3,10.29,G,45.35147392290249
4766,6668 H,16.62,012534.17,+313301.9,8.02,G,60.16847172081829
4773,6675,17.28,012538.44,+313246.6,8.03,G,57.87037037037037
4777,6679,19.55,012540.64,+025819.5,6.99,G,51.15089514066496
4790,6692,16.89,012555.90,+680747.8,4.72,G,59.20663114268798
4792,6694 H,17.01,012557.33,+131454.0,10.63,G,58.78894767783656
4793,6695,6.93,012558.21,+102425.1,7.21,G,144.3001443001443
4798,6705,21.25,012613.73,+134859.3,11.96,G,47.05882352941177
4805,6722 H,3.97,012631.13,+181211.1,8.57,G,251.88916876574305
4807,6724,0.99,012632.27,+135733.0,8.39,G,1010.1010101010102
4813,6730 H,17.23,012641.06,+112255.7,11.68,G,58.038305281485776
4815,6737,5.46,012644.00,+702314.3,8.22,G,183.15018315018315
4821,6743,3.51,012649.05,+670408.1,8.8,G,284.90028490028493
4825,6752,18.57,012653.81,+372932.7,7.52,G,53.85029617662897
4837,6774,2.73,012705.73,+665827.2,9.28,G,366.3003663003663
4839,6776,23.45,012706.21,+342239.3,6.27,G,42.643923240938165
4862,6814 H,3.6,012739.39,+310601.7,8.51,G,277.77777777777777
4863,6815 H,14.04,012739.81,+052111.2,7.01,G,71.22507122507123
4878,6830,4.17,012754.38,+254055.2,8.41,G,239.80815347721824
4882,6834,12.15,012756.91,+122619.0,11.22,G,82.30452674897118
4887,6839 H,3.33,012800.98,+510005.5,9.44,G,300.3003003003003
4910,6872,2.1,012825.82,+370414.3,7.51,G,476.19047619047615
4911,6873,10.74,012827.43,+075729.6,8.04,G,93.10986964618249
4935,6917,43.16,012904.61,+214325.0,7.74,G,23.169601482854496
4945,6927,0.41,012915.31,+600208.4,7.11,G,2439.0243902439024
4949,6941,1.15,012925.06,+122320.4,8.26,G,869.5652173913044
4951,6943,22.04,012926.34,+421655.4,7.18,G,45.37205081669692
4972,6969,11.91,012942.26,+170556.3,8.13,G,83.9630562552477
4975,6972,14.6,012943.97,+082635.2,10.45,G,68.4931506849315
4985,6982,5.8,012953.09,+423740.1,8.21,G,172.41379310344828
4988,6985,0.82,012953.94,+584544.9,7.79,G,1219.5121951219512
5023,7035,4.1,013040.14,+262057.5,8.77,G,243.90243902439028
5026,7048 H,4.01,013050.59,+231035.5,8.23,G,249.37655860349128
5029,7051,7.72,013053.09,+341026.1,8.26,G,129.5336787564767
5033,7055,6.08,013057.57,+043236.7,10.43,G,164.4736842105263
5042,7064,3.25,013102.47,+392940.7,7.58,G,307.6923076923077
5063,7095,2.42,013126.30,+384601.7,7.25,G,413.22314049586777
5065,7097 H,11.09,013128.99,+152045.0,3.62,G,90.17132551848512
5077,7134,9.81,013154.86,+160250.3,7.82,G,101.9367991845056
5112,7179,5.7,013231.52,+504927.1,8.96,G,175.43859649122805
5115,7182 H,4.15,013232.53,+700110.0,6.96,G,240.96385542168673
5126,7193,4.22,013243.31,+615140.9,8.87,G,236.96682464454977
5145,*7217,15.33,013257.73,+234145.9,9.04,G,65.23157208088715
5163,7245,18.92,013320.06,+291555.0,8.35,G,52.85412262156448
5166,7248,9.91,013323.45,+713316.4,8.53,G,100.90817356205852
5177,7269 H,4.04,013337.08,+302321.3,8.1,G,247.5247524752475
5186,7278,3.5,013344.92,+071004.3,9.73,G,285.7142857142857
5187,7279,9.43,013345.03,+564837.1,8.17,G,106.04453870625663
5195,7287,21.63,013353.31,+271410.6,11.03,G,46.23208506703653
5203,7295,3.9,013355.99,+023355.4,8.85,G,256.4102564102564
5224,7321,8.32,013416.60,+371413.9,5.9,G,120.1923076923077
5236,7333,24.48,013424.72,+655749.6,10.73,G,40.849673202614376
5237,7334,3.09,013427.38,+344043.6,9.56,G,323.62459546925567
5240,7337 H,4.33,013429.69,+343939.5,9.66,G,230.94688221709006
5241,7338 H,28.7,013430.71,+780345.8,10.64,G,34.84320557491289
5258,7375,4.84,013502.00,+000109.9,8.06,G,206.61157024793388
5275,7397 H,10.33,013521.58,+112604.0,11.82,G,96.80542110358179
5278,7400,8.27,013524.29,+630455.1,6.73,G,120.91898428053204
5284,7406 H,6.68,013526.59,+264103.8,7.89,G,149.7005988023952
5293,7420,23.86,013537.56,+420221.6,10.97,G,41.911148365465216
5312,7454,10.69,013602.19,+062246.9,12.13,G,93.54536950420955
5315,7457,3.4,013603.07,+470652.2,7.07,G,294.11764705882354
5316,7458,2.37,013605.18,+601246.1,7.89,G,421.94092827004215
5320,7462,7.18,013608.39,+363215.7,7.95,G,139.2757660167131
5335,7487,1.98,013624.66,+241300.7,8.75,G,505.0505050505051
5339,7491,3.61,013626.30,+034708.9,8.64,G,277.0083102493075
5346,7498,3.15,013638.35,+514455.1,8.04,G,317.46031746031747
5364,7536,5.61,013706.19,+490433.2,7.58,G,178.25311942959001
5378,7550,7.56,013716.89,+462734.6,7.81,G,132.27513227513228
5387,7559,0.54,013722.87,+583814.7,7.25,G,1851.8518518518517
5392,7569,5.88,013730.76,+364224.8,8.29,G,170.06802721088437
5406,7583,3.77,013738.68,+223325.7,7.8,G,265.2519893899204
5412,7589 H,15.53,013744.36,+482445.8,6.77,G,64.39150032195751
5422,7604,5.88,013757.00,+094548.9,7.59,G,170.06802721088437
5430,7612,12.46,013804.67,+304723.4,8.18,G,80.25682182985553
5435,7617,2.86,013807.56,+575839.5,5.55,G,349.65034965034965
5439,7631,1.3,013819.84,+392117.7,8.6,G,769.2307692307692
5442,7634,3.62,013820.90,+495849.7,8.64,G,276.24309392265195
5443,7636,26.3,013823.81,+293402.7,8.65,G,38.02281368821293
5447,7640,1.91,013826.28,+603346.7,8.69,G,523.5602094240838
5448,7646,52.95,013829.64,+003904.3,11.6,G,18.885741265344663
5457,7655,28.69,013833.65,+443524.7,10.74,G,34.85535029627047
5466,7664,10.45,013839.11,+401654.6,8.41,G,95.69377990430623
5472,7670 H,20.4,013846.62,+634259.9,8.71,G,49.01960784313726
5482,*7685,7.28,013856.62,+215507.0,7.89,G,137.36263736263737
5497,7700,5.39,013907.74,+363236.2,7.23,G,185.5287569573284
5498,7701,11.64,013907.82,+053442.8,11.77,G,85.91065292096219
5503,7706,8.76,013911.58,+122625.3,8.24,G,114.15525114155251
5516,*7719,13.46,013921.02,+442310.1,5.01,G,74.29420505200594
5517,7720 H,0.49,013921.24,+602430.3,8.52,G,2040.8163265306123
5524,7727,9.67,013929.21,+385027.8,8.61,G,103.41261633919338
5530,7733,29.41,013935.64,+280638.4,7.74,G,34.002040122407344
5567,*7790,6.8,014016.71,+545048.8,8.1,G,147.05882352941177
5568,7801 H,2.98,014023.01,+505504.2,8.89,G,335.5704697986577
5580,7828,18.7,014042.92,+415553.7,11.06,G,53.475935828877006
5585,7833,5.18,014046.97,+024217.9,8.39,G,193.05019305019306
5597,7855,13.73,014100.64,+490614.2,7.4,G,72.83321194464676
5598,7856,3.22,014102.52,+765038.9,8.76,G,310.55900621118013
5604,7867,2.71,014112.97,+163051.8,8.55,G,369.00369003690037
5610,*7878,0.47,014119.07,+715821.7,10.35,G,2127.6595744680853
5621,7889,8.42,014128.91,+241100.8,8.88,G,118.76484560570071
5634,7902,27.28,014136.70,+665438.1,7.7,G,36.65689149560117
5645,7918,79.09,014146.52,+423649.7,4.96,G,12.643823492224048
5656,7929,14.66,014156.28,+015410.7,8.88,G,68.21282401091405
5657,7930,21.4,014157.07,+170329.2,10.28,G,46.728971962616825
5668,7946,4.5,014205.62,+324601.6,8.64,G,222.22222222222223
5687,7970,3.11,014224.46,+522320.4,9.41,G,321.54340836012864
5693,7981,133.91,014229.95,+201612.5,5.24,G,7.467702188036741
5703,8001,3.58,014244.98,+635327.7,7.86,G,279.3296089385475
5712,8010,4.24,014249.99,+110509.1,8.39,G,235.84905660377356
5720,8033,16.7,014310.73,+102658.2,10.83,G,59.880239520958085
5730,8043,48.11,014315.61,+275031.9,10.4,G,20.785699438786114
5731,8044,18.04,014316.39,+451921.5,6.33,G,55.43237250554324
5738,8051,88.86,014320.43,+041924.7,10.93,G,11.253657438667567
5742,8055,15.11,014327.41,+045251.0,11.13,G,66.18133686300463
5747,8070,74.45,014341.25,+634929.3,8.42,G,13.431833445265278
5768,8106,1.61,014411.62,+615059.3,7.31,G,621.1180124223603
5770,8108,3.98,014413.72,+481240.8,7.01,G,251.25628140703517
5777,8120,2.46,014422.42,+070441.5,9.36,G,406.5040650406504
5782,8125,0.63,014424.93,+603714.2,10.66,G,1587.3015873015872
5783,8126,4.24,014425.13,+140323.8,8.64,G,235.84905660377356
5795,8148,5.82,014446.15,+570521.2,6.25,G,171.82130584192439
5798,8151,11.95,014447.68,+254748.1,7.84,G,83.68200836820084
5806,8159,30.71,014455.85,+200500.3,6.27,G,32.5626831650928
5827,8180,0.21,014509.16,+715325.3,8.2,G,4761.904761904762
5832,8190,40.43,014517.88,+463205.9,11.42,G,24.73410833539451
5846,8204,8.55,014529.91,+444822.9,8.77,G,116.95906432748536
5869,8242,3.28,014608.59,+533627.9,8.84,G,304.8780487804878
5873,8246,0.95,014610.21,+544533.1,9.29,G,1052.6315789473686
5880,8258 H,13.46,014619.54,+405900.0,7.87,G,74.29420505200594
5897,8275,43.37,014638.70,+122443.0,8.91,G,23.057412958266085
5900,8283 H,7.61,014644.07,+330945.5,8.34,G,131.4060446780552
5921,8314,6.46,014712.81,+732825.8,9.94,G,154.79876160990713
5934,8362,100.24,014744.06,+635111.2,5.63,G,9.976057462090981
5944,8387,11.37,014810.90,+165720.3,5.86,G,87.95074758135445
5960,8404,9.95,014826.02,+034107.5,5.91,G,100.50251256281408
5969,8418,9.68,014836.53,+222406.2,8.3,G,103.30578512396694
5974,*8423,10.57,014838.84,+375710.6,5.94,G,94.6073793755913
5999,8473,6.26,014914.73,+415921.0,8.69,G,159.7444089456869
6013,8487,0.64,014926.59,+714423.4,9.58,G,1562.5
6030,8524,10.97,014955.99,+071325.3,7.43,G,91.15770282588878
6040,8539,9.99,015005.46,+142104.3,8.5,G,100.1001001001001
6047,8557,10.52,015023.91,+304813.1,7.96,G,95.05703422053233
6067,8582,20.29,015045.15,+555508.6,8.96,G,49.28536224741252
6080,8600 H,4.76,015058.51,+255104.8,8.08,G,210.0840336134454
6088,8608,0.87,015101.96,+210656.1,8.99,G,1149.4252873563219
6101,8626,0.02,015116.93,+645117.9,6.54,G,50000.0
6103,8628,4.37,015117.78,+385008.2,7.91,G,228.83295194508008
6104,8629 H,3.09,015119.31,+602113.1,7.98,G,323.62459546925567
6107,8632,1.22,015120.17,+645145.6,9.17,G,819.672131147541
6110,8635 T,2.76,015121.08,+432852.5,9.26,G,362.3188405797102
6112,8637,0.73,015123.25,+432835.3,8.49,G,1369.86301369863
6121,8651,13.13,015129.01,+024349.3,12.13,G,76.16146230007615
6124,8654,7.04,015132.26,+183029.4,8.3,G,142.04545454545453
6131,8671,2.6,015140.02,+614950.4,9.23,G,384.6153846153846
6135,8675,5.02,015140.50,+545638.0,7.92,G,199.20318725099602
6159,8709,63.08,015202.96,+470005.6,12.44,G,15.85288522511097
6174,*8725,3.36,015213.71,+582606.3,9.38,G,297.61904761904765
6175,8726,16.68,015214.52,+175552.1,11.37,G,59.95203836930456
6205,8756,6.55,015237.82,+011526.2,8.52,G,152.67175572519085
6219,8775,21.01,015251.24,+044958.0,11.48,G,47.596382674916704
6243,8805 H,11.75,015310.73,+371916.7,7.05,G,85.1063829787234
6250,8822 H,0.87,015324.77,+641122.1,9.35,G,1149.4252873563219
6253,8825,23.06,015327.82,+735749.4,10.35,G,43.36513443191674
6255,8827,9.28,015329.95,+124056.9,7.07,G,107.75862068965517
6260,8832 H,15.96,015331.77,+191738.7,3.88,G,62.65664160401002
6261,8833,17.11,015333.34,+031114.9,4.61,G,58.445353594389246
6266,8838,15.89,015338.86,+395258.9,7.73,G,62.93266205160478
6270,8842,14.47,015343.20,+120223.4,12.2,G,69.1085003455425
6280,8857,7.96,015355.72,+254634.8,7.51,G,125.62814070351759
6301,8903,54.74,015438.35,+204829.9,2.64,G,18.26817683595177
6303,8905,1.25,015439.54,+535330.6,7.96,G,800.0
6313,8915,2.42,015446.57,+173308.8,8.46,G,413.22314049586777
6320,8922,9.45,015453.75,+404207.9,6.25,G,105.82010582010582
6334,8941,10.02,015509.57,+593030.3,8.14,G,99.8003992015968
6339,8946,22.93,015513.86,+070847.1,12.49,G,43.61098996947231
6344,8951,2.76,015518.36,+062614.1,7.55,G,362.3188405797102
6345,8952,2.78,015518.39,+003631.4,9.4,G,359.7122302158274
6355,*8962 H,5.82,015527.36,+761328.4,6.97,G,171.82130584192439
6359,8966,6.0,015528.72,+460725.8,8.55,G,166.66666666666666
6365,8972,27.77,015537.48,+025300.9,12.04,G,36.010082823190494
6369,8986,7.65,015548.37,+302117.2,6.85,G,130.718954248366
6376,*8998 H,25.71,015553.74,+015058.3,6.01,G,38.895371450797356
6389,9011,1.15,015600.69,+430339.4,7.31,G,869.5652173913044
6391,9013,4.79,015602.15,+482940.0,8.24,G,208.76826722338205
6396,9018,9.76,015607.54,+575802.0,9.04,G,102.45901639344262
6399,9021,10.18,015609.23,+371506.5,5.69,G,98.23182711198429
6401,9023,5.23,015609.93,+345956.9,9.26,G,191.20458891013382
6405,9037 H,0.99,015623.56,+611652.0,7.43,G,1010.1010101010102
6408,9040,11.35,015628.37,+455811.0,7.72,G,88.1057268722467
6443,9080,13.26,015655.87,+113948.7,10.52,G,75.41478129713424
6450,9087 H,11.47,015701.33,+310122.4,7.73,G,87.18395815170008
6473,9125,3.96,015738.94,+374612.5,9.04,G,252.52525252525254
6474,9126,8.4,015739.81,+364613.3,8.47,G,119.04761904761904
6480,9137,15.42,015746.06,+142319.6,8.01,G,64.85084306095979
6487,9144,1.67,015750.84,+453825.1,9.33,G,598.8023952095808
6496,*9153,24.49,015755.78,+233545.9,4.79,G,40.83299305839118
6497,*9154,6.56,015755.77,+453558.3,8.14,G,152.4390243902439
