,HIP,Parallax,RA,Dec,Vmag,Spectral_Type,Distance
66272,99679 H,9.75,201340.52,+241420.2,6.58,G,102.56410256410257
66273,99680 H,21.64,201340.70,+530728.8,7.02,G,46.21072088724584
66275,99682,2.08,201342.26,+181026.9,8.08,G,480.7692307692308
66279,99686,10.19,201343.16,+094115.6,9.35,G,98.13542688910697
66292,99704,6.91,201355.44,+390932.3,7.09,G,144.7178002894356
66303,99715,3.77,201400.63,+555711.2,8.85,G,265.2519893899204
66317,99729,15.89,201409.85,+063520.8,7.71,G,62.93266205160478
66320,99732 H,2.02,201410.67,+544439.7,8.93,G,495.049504950495
66331,99748 H,5.47,201419.96,+000839.9,8.15,G,182.81535648994517
66332,99749 H,2.76,201421.53,+420615.6,6.67,G,362.3188405797102
66353,99775,4.22,201435.07,+543108.2,8.29,G,236.96682464454977
66358,99780,3.95,201442.36,+330115.0,8.14,G,253.1645569620253
66361,99793,0.43,201450.16,+085532.7,11.51,G,2325.5813953488373
66371,99813 H,1.41,201508.10,+411755.4,7.87,G,709.2198581560284
66377,*99819,0.5,201513.29,+061915.2,11.0,G,2000.0
66389,*99836,4.87,201522.92,+273159.9,9.18,G,205.3388090349076
66392,*99839,0.65,201523.52,+422403.6,8.62,G,1538.4615384615383
66409,99866,1.06,201542.39,+135056.9,9.23,G,943.3962264150942
66416,99873,13.01,201545.70,+151901.7,6.86,G,76.86395080707149
66418,99875,3.84,201549.33,+523008.2,7.4,G,260.4166666666667
66423,99880,40.97,201552.63,+425845.1,9.98,G,24.4081034903588
66443,99905,2.46,201613.82,+405748.1,7.84,G,406.5040650406504
66449,99921,3.52,201624.74,+120414.7,11.32,G,284.09090909090907
66467,99944,1.66,201640.40,+385357.5,8.33,G,602.4096385542169
66471,99948 H,3.04,201645.99,+011043.5,8.59,G,328.9473684210526
66482,99969,21.23,201655.32,+065518.3,9.72,G,47.103155911446066
66496,99988,2.92,201702.57,+034633.0,9.13,G,342.4657534246575
66497,99989,5.49,201704.75,+725250.8,8.55,G,182.14936247723134
66511,100034,8.91,201743.81,+191452.6,8.23,G,112.2334455667789
66523,100066 H,5.29,201804.84,+273019.6,9.16,G,189.0359168241966
66530,*100073,10.66,201810.57,+704711.8,7.25,G,93.80863039399625
66537,100080,0.41,201813.83,+243005.2,8.0,G,2439.0243902439024
66540,100083,6.6,201814.36,+253034.6,7.69,G,151.51515151515153
66541,100084 H,3.93,201814.40,+181941.5,7.92,G,254.45292620865138
66548,100097 H,11.21,201824.76,+552349.8,5.76,G,89.20606601248885
66549,100098,4.39,201825.23,+302202.8,8.58,G,227.79043280182233
66550,100099,1.15,201826.40,+304916.5,8.29,G,869.5652173913044
66560,100109,4.45,201829.92,+231753.1,10.38,G,224.7191011235955
66584,100149,7.75,201854.74,+553243.6,7.86,G,129.03225806451613
66596,100171,10.98,201906.76,+260628.1,7.92,G,91.07468123861567
66607,100192 H,4.72,201921.16,+142214.5,6.74,G,211.86440677966104
66620,100210,8.06,201930.46,+055020.4,8.45,G,124.06947890818857
66627,*100217,15.42,201934.39,+432945.2,7.56,G,64.85084306095979
66640,100230,3.64,201941.64,+475419.8,7.87,G,274.72527472527474
66650,100240,1.33,201949.18,+382033.8,7.4,G,751.8796992481202
66662,100268 H,9.18,202015.22,+392411.8,6.22,G,108.93246187363835
66665,100271,24.0,202019.08,+521347.8,9.96,G,41.666666666666664
66669,100275,9.91,202021.16,+280453.0,9.13,G,100.90817356205852
66681,*100287,0.62,202027.98,+435116.3,6.78,G,1612.9032258064517
66685,100291,22.91,202029.34,+064719.2,11.33,G,43.64906154517678
66688,100294,6.27,202030.52,+334904.3,8.42,G,159.4896331738437
66693,100304,10.39,202036.05,+082734.5,11.41,G,96.24639076034649
66698,100320,2.76,202043.32,+012319.0,8.18,G,362.3188405797102
66713,100340,3.73,202057.30,+000538.5,8.69,G,268.0965147453083
66714,100351,0.56,202107.54,+390153.7,7.75,G,1785.7142857142856
66723,100360,4.57,202114.01,+433521.2,7.86,G,218.8183807439825
66726,100363,14.02,202115.28,+280626.0,8.5,G,71.32667617689016
66731,100374,13.73,202123.69,+231521.5,10.74,G,72.83321194464676
66765,100419,6.14,202146.05,+134932.8,9.56,G,162.86644951140067
66777,100446,2.56,202212.38,+162249.4,8.74,G,390.625
66782,100451,5.61,202213.33,+162222.8,9.2,G,178.25311942959001
66787,100461,7.61,202220.40,+290526.6,8.26,G,131.4060446780552
66821,100515 H,9.86,202255.49,+425900.4,6.2,G,101.41987829614605
66824,100518,1.73,202257.65,+391239.7,6.74,G,578.0346820809249
66836,100530,5.96,202303.44,+025756.6,11.14,G,167.78523489932886
66837,100536 H,4.0,202308.98,+205151.1,8.02,G,250.0
66848,100552 H,5.09,202319.55,+053414.0,8.99,G,196.46365422396858
66853,100557,0.12,202326.31,+385621.1,8.39,G,8333.333333333334
66857,100561,4.33,202327.71,+504738.1,8.58,G,230.94688221709006
66867,*100571,1.41,202339.36,+463140.6,8.43,G,709.2198581560284
66872,100581,17.4,202348.50,+063722.3,7.6,G,57.4712643678161
66874,*100583 H,8.94,202350.09,+414630.2,9.33,G,111.85682326621925
66891,*100600,0.7,202355.03,+382758.9,9.36,G,1428.5714285714287
66903,100657,5.27,202435.32,+484134.1,7.71,G,189.75332068311198
66912,100681,3.93,202445.23,+283129.1,7.82,G,254.45292620865138
66913,100682,7.49,202445.36,+250309.2,10.83,G,133.5113484646195
66915,100684,6.36,202446.13,+550040.5,7.5,G,157.2327044025157
66929,100708 H,1.73,202502.54,+303405.4,7.94,G,578.0346820809249
66937,100741,3.21,202528.58,+394736.7,7.56,G,311.52647975077883
66946,100750,7.0,202538.10,+264216.9,8.28,G,142.85714285714286
66958,100762,3.72,202544.10,+100321.9,6.32,G,268.81720430107526
66965,100774,6.89,202557.32,+260209.8,8.3,G,145.1378809869376
66967,100786,6.28,202604.61,+041117.3,8.95,G,159.2356687898089
66978,*100812,12.26,202626.30,+563807.4,8.4,G,81.56606851549755
66989,100823 H,0.01,202636.93,+472414.6,9.78,G,100000.0
66990,100824 H,3.52,202637.74,+510621.1,7.71,G,284.09090909090907
67004,100858,0.86,202702.13,+090531.8,7.54,G,1162.7906976744187
67011,100865,2.93,202706.70,+440445.1,8.28,G,341.29692832764505
67028,100912 H,0.43,202736.77,+420207.6,7.31,G,2325.5813953488373
67035,100924,1.76,202743.36,+142721.5,7.73,G,568.1818181818181
67050,100969,7.15,202816.77,+025613.7,6.2,G,139.86013986013987
67052,100976,3.9,202823.91,+203044.9,7.93,G,256.4102564102564
67060,100984,4.49,202828.20,+620053.6,11.47,G,222.71714922048997
67063,100987,0.33,202830.23,+420035.3,7.66,G,3030.30303030303
67069,100993,2.97,202833.48,+405406.7,7.95,G,336.70033670033666
67083,101012 H,1.76,202843.68,+342317.1,8.82,G,568.1818181818181
67100,*101054,12.77,202906.86,+282139.0,7.39,G,78.30853563038372
67104,*101058,4.91,202911.06,+470617.5,8.73,G,203.66598778004072
67108,101062 H,5.06,202913.54,+373045.8,7.74,G,197.62845849802372
67112,101076,4.3,202923.73,+302206.8,4.01,G,232.55813953488374
67117,101086,2.61,202928.25,+385705.5,8.45,G,383.1417624521073
67123,101092,1.17,202933.89,+385629.8,8.55,G,854.7008547008547
67140,101109,6.97,202943.18,+380731.5,8.19,G,143.47202295552367
67141,*101110,9.52,202943.94,+380746.2,8.46,G,105.0420168067227
67143,101112,1.25,202944.41,+452940.4,8.9,G,800.0
67145,101114,3.98,202944.85,+025946.5,7.09,G,251.25628140703517
67155,101124,2.81,202955.14,+534216.2,7.91,G,355.8718861209964
67167,101146,10.71,203008.61,+043421.3,11.47,G,93.37068160597572
67171,101150 H,43.24,203010.77,+265035.2,9.69,G,23.12673450508788
67174,101163,18.88,203018.68,+544050.6,7.45,G,52.96610169491526
67177,101166,14.79,203021.65,+810820.2,8.68,G,67.6132521974307
67186,101180,125.62,203031.42,+652655.9,10.54,G,7.960515841426524
67187,101181 H,10.16,203033.47,+134902.4,8.02,G,98.4251968503937
67205,101214 H,2.06,203059.23,+365609.1,6.21,G,485.43689320388347
67209,101218 H,7.4,203101.96,+595233.4,8.59,G,135.13513513513513
67213,101222,9.19,203104.36,+543525.4,7.83,G,108.8139281828074
67218,101232,3.83,203111.29,+211438.7,9.82,G,261.0966057441253
67231,101265,2.66,203133.56,+421214.1,8.56,G,375.9398496240601
67233,101272,1.83,203140.08,+103154.6,8.99,G,546.4480874316939
67262,101346,8.63,203223.95,+063103.1,8.54,G,115.87485515643104
67281,101365 H,2.32,203241.42,+065540.8,10.05,G,431.0344827586207
67298,101382,44.99,203251.76,+415350.6,7.08,G,22.227161591464768
67306,101390 H,14.23,203253.06,+135809.1,9.82,G,70.27406886858749
67315,101419,2.48,203310.74,+411508.3,10.78,G,403.2258064516129
67317,101421,9.09,203312.76,+111812.0,4.03,G,110.01100110011001
67319,101423,2.53,203314.37,+470957.3,7.79,G,395.25691699604744
67324,101428 H,2.4,203318.23,+272726.5,8.98,G,416.6666666666667
67329,101433,9.45,203323.41,+544807.2,7.01,G,105.82010582010582
67338,101452,5.45,203339.62,+451032.0,6.71,G,183.4862385321101
67359,*101483,18.85,203357.00,+130137.9,5.39,G,53.05039787798408
67361,101485,1.26,203358.03,+253659.8,7.9,G,793.6507936507936
67364,101493 H,3.83,203401.96,+344044.5,6.67,G,261.0966057441253
67377,101516,67.65,203422.14,+250354.7,11.53,G,14.781966001478196
67382,101526,2.82,203431.81,+065241.1,6.97,G,354.6099290780142
67391,101540,32.22,203442.86,+032055.5,11.96,G,31.036623215394165
67395,101544,3.04,203444.60,+323021.0,6.89,G,328.9473684210526
67400,101554,2.62,203449.15,+132752.8,7.5,G,381.6793893129771
67415,101579,32.73,203512.48,+060739.2,8.91,G,30.55300947143294
67417,101581,9.94,203514.48,+442433.0,7.31,G,100.6036217303823
67427,101611,14.22,203533.61,+502529.4,7.51,G,70.32348804500702
67434,101618,9.58,203541.41,+252240.9,9.9,G,104.38413361169103
67456,101660,0.85,203624.26,+391140.7,8.48,G,1176.4705882352941
67462,101691 H,5.62,203642.99,+505323.4,7.94,G,177.9359430604982
67469,101703,7.08,203650.86,+445440.2,8.13,G,141.24293785310735
67475,101714,5.47,203703.89,+085840.0,7.48,G,182.81535648994517
67479,101723,2.65,203710.47,+385717.9,8.99,G,377.35849056603774
67495,*101744,7.06,203716.97,+085629.0,9.47,G,141.643059490085
67505,101754,2.58,203722.67,+380554.4,7.09,G,387.5968992248062
67508,101757,13.07,203725.29,+412335.0,7.79,G,76.51109410864575
67516,101765,4.16,203731.77,+313421.1,6.32,G,240.3846153846154
67520,101769 H,33.49,203732.87,+143542.7,3.64,G,29.85965959988056
67529,101779 H,14.56,203739.96,+535037.1,8.71,G,68.68131868131869
67533,101788 H,2.76,203744.32,+332159.4,6.97,G,362.3188405797102
67539,101794 H,3.55,203748.12,+604521.5,7.08,G,281.69014084507046
67544,101804,5.09,203751.14,+475641.9,7.93,G,196.46365422396858
67555,101820 H,3.1,203801.40,+101120.3,8.22,G,322.5806451612903
67557,101822,8.55,203804.56,+243737.4,8.39,G,116.95906432748536
67571,101856,29.12,203824.43,+064332.3,11.7,G,34.34065934065934
67583,101874,4.45,203839.03,+572450.6,8.83,G,224.7191011235955
67584,101875,37.12,203840.04,+383808.0,6.76,G,26.939655172413794
67587,101878,3.58,203841.78,+123417.9,9.63,G,279.3296089385475
67592,101883,4.0,203844.31,+253302.4,7.71,G,250.0
67595,101886 H,2.47,203850.11,+150026.3,8.12,G,404.85829959514166
67615,101916,33.27,203907.59,+100510.1,5.07,G,30.057108506161704
67627,101928 H,6.99,203919.13,+290555.7,8.03,G,143.0615164520744
67632,101938,5.74,203926.62,+650844.1,8.58,G,174.21602787456445
67639,101945,3.34,203932.19,+211216.5,9.21,G,299.4011976047904
67644,101955 H,53.82,203937.20,+045818.7,7.88,G,18.58045336306206
67647,101958 H,13.55,203938.25,+155443.4,3.77,G,73.80073800738008
67652,101963 H,3.19,203944.96,+472043.0,7.93,G,313.47962382445144
67688,102084,4.59,204118.52,+292134.4,8.05,G,217.8649237472767
67700,102101,41.74,204128.06,+572545.5,10.27,G,23.957834211787254
67711,102122,4.07,204142.38,+432635.7,7.86,G,245.7002457002457
67720,102131,12.29,204145.98,+123107.4,7.76,G,81.36696501220506
67728,102144,9.51,204151.69,+204251.0,7.4,G,105.15247108307045
67731,102167,0.65,204206.86,+431103.8,9.2,G,1538.4615384615383
67735,102171,1.71,204210.05,+494405.1,8.56,G,584.7953216374269
67758,102209,9.56,204235.11,+133510.2,8.99,G,104.60251046025104
67763,102214,3.79,204238.99,+472432.6,8.35,G,263.85224274406335
67781,102237,21.86,204300.11,+352953.3,11.41,G,45.74565416285453
67787,102248,1.79,204305.75,+522138.8,10.12,G,558.659217877095
67788,102249,3.26,204306.00,+033616.1,8.9,G,306.7484662576687
67804,102285,1.17,204332.63,+002809.8,8.79,G,854.7008547008547
67822,102313,1.43,204349.28,+415032.3,8.5,G,699.3006993006993
67827,102318,3.08,204351.94,+014124.2,9.65,G,324.67532467532465
67831,*102327,3.15,204355.57,+272716.3,8.49,G,317.46031746031747
67838,102334,3.6,204402.45,+554945.5,8.52,G,277.77777777777777
67845,102346,12.14,204412.91,+215425.6,10.09,G,82.37232289950576
67849,102350,4.56,204416.07,+014907.7,8.87,G,219.2982456140351
67856,102357,50.18,204421.95,+194504.1,10.29,G,19.928258270227182
67860,102361,2.7,204425.35,+174150.3,10.36,G,370.3703703703703
67872,102388,8.94,204452.52,+251615.8,4.92,G,111.85682326621925
67877,102393,16.84,204457.03,+001731.7,7.55,G,59.38242280285036
67884,102400,7.27,204503.01,+124208.4,8.12,G,137.5515818431912
67885,102401,80.01,204503.74,+442954.3,10.79,G,12.498437695288088
67894,102410,1.03,204510.60,+511238.0,9.27,G,970.8737864077669
67900,102431,36.87,204521.20,+573449.1,4.52,G,27.122321670735015
67908,102449 H,0.92,204535.28,+462102.1,9.07,G,1086.9565217391305
67912,102453 T,15.84,204539.76,+304310.8,4.22,G,63.131313131313135
67918,102459,2.52,204543.08,+504025.9,7.19,G,396.8253968253968
67931,102472,2.04,204555.92,+081458.6,12.11,G,490.19607843137254
67957,102523 H,17.52,204635.63,+595112.0,8.54,G,57.077625570776256
67963,*102529 H,2.48,204638.39,+623733.9,9.16,G,403.2258064516129
67965,102531 H,31.69,204638.87,+160728.6,5.15,G,31.55569580309246
67966,102532 H,32.14,204639.52,+160729.2,4.27,G,31.113876789047914
68001,102592,12.81,204728.25,+064853.7,7.95,G,78.06401249024199
68018,102609,1.48,204736.85,+454029.3,9.53,G,675.6756756756757
68020,*102616,37.39,204740.31,+705557.6,10.76,G,26.74511901577962
68027,102633 H,6.35,204748.33,+060029.7,5.57,G,157.48031496062993
68039,102665,5.81,204815.30,+144428.9,9.5,G,172.1170395869191
68051,102712 H,4.12,204842.74,+515437.2,6.26,G,242.71844660194174
68056,102722 H,0.09,204854.99,+453727.2,8.58,G,11111.111111111111
68062,102728 H,3.19,204859.70,+254020.7,7.94,G,313.47962382445144
68075,102741,12.41,204906.45,+584448.9,7.8,G,80.58017727639
68079,102745,3.71,204907.35,+245656.0,8.99,G,269.54177897574124
68083,102754 H,3.13,204911.60,+452439.8,9.76,G,319.4888178913738
68105,102781,13.05,204922.14,+835629.4,7.18,G,76.62835249042145
68106,102782 H,29.16,204923.53,+112409.6,9.3,G,34.29355281207133
68108,102784,29.16,204924.52,+112414.2,9.31,G,34.29355281207133
68119,102795,5.71,204932.75,+084148.1,7.97,G,175.13134851138355
68129,102805,33.81,204937.74,+123241.6,6.01,G,29.577048210588583
68133,102809,20.91,204940.87,+265620.8,10.53,G,47.82400765184122
68152,*102843,23.67,205004.83,+440332.3,5.06,G,42.24757076468103
68156,102852,1.85,205011.90,+120501.2,8.47,G,540.5405405405405
68168,102864,7.16,205024.52,+140347.2,9.33,G,139.66480446927375
68170,102876 H,7.03,205036.01,+305445.3,6.8,G,142.2475106685633
68171,102877 H,8.53,205036.39,+302447.1,8.02,G,117.2332942555686
68177,*102893,5.62,205042.58,+855204.5,8.52,G,177.9359430604982
68187,102918,1.63,205101.68,+460224.5,9.22,G,613.4969325153374
68188,102919,5.09,205103.86,+505658.4,9.32,G,196.46365422396858
68190,102921 H,8.27,205105.41,+512501.7,6.91,G,120.91898428053204
68192,102923,20.71,205106.54,+070140.4,9.82,G,48.285852245292126
68195,102931,2.05,205113.65,+463905.7,9.94,G,487.80487804878055
68197,102933,8.03,205115.71,+725652.8,8.32,G,124.53300124533003
68206,102947,4.95,205127.75,+392332.5,8.03,G,202.02020202020202
68215,102981,10.29,205149.85,+215207.3,8.21,G,97.18172983479107
68245,103061,1.92,205253.21,+423627.9,8.43,G,520.8333333333334
68261,103092,6.9,205318.29,+543103.6,7.15,G,144.92753623188406
68265,103096,141.95,205319.79,+620922.6,8.55,G,7.044734061289187
68289,103130 H,7.72,205341.31,+591827.7,6.96,G,129.5336787564767
68291,103137 H,2.09,205347.35,+372308.3,8.82,G,478.4688995215311
68297,103143,0.32,205352.41,+493200.4,7.03,G,3125.0
68309,103160,0.57,205402.23,+070534.6,11.36,G,1754.3859649122808
68314,103165,2.01,205405.30,+092233.6,11.27,G,497.5124378109453
68319,103175,5.69,205415.16,+244732.3,9.34,G,175.7469244288225
68338,103200,4.41,205433.64,+280327.5,5.03,G,226.75736961451247
68344,*103216 H,5.77,205441.99,+370425.4,7.15,G,173.3102253032929
68355,103232 H,17.37,205449.83,+324222.7,7.46,G,57.570523891767415
68366,103243,3.21,205459.58,+814817.3,8.25,G,311.52647975077883
68374,103256,44.04,205506.53,+131033.1,8.82,G,22.70663033605813
68386,103268,14.1,205516.66,+434726.3,7.73,G,70.92198581560284
68387,103269,14.24,205516.71,+421804.1,10.28,G,70.2247191011236
68392,103294,6.88,205536.68,+134317.6,5.19,G,145.34883720930233
68397,103299,4.07,205538.62,+393722.5,8.5,G,245.7002457002457
68399,103301 H,9.02,205540.64,+043157.7,6.04,G,110.86474501108648
68402,103304,2.0,205542.25,+534821.4,8.14,G,500.0
68407,103314,4.48,205553.19,+284202.9,7.7,G,223.2142857142857
68414,103331,16.77,205603.16,+385056.4,11.6,G,59.630292188431724
68424,103346,4.1,205617.01,+565315.0,6.23,G,243.90243902439028
68433,103355 H,1.79,205624.09,+430746.5,8.43,G,558.659217877095
68446,103373 H,3.53,205636.88,+471145.1,8.85,G,283.28611898017
68449,103376,20.3,205638.98,+345902.6,10.77,G,49.26108374384236
68453,103380,2.25,205640.80,+565536.0,7.96,G,444.44444444444446
68454,103381 H,3.22,205643.73,+125933.8,7.98,G,310.55900621118013
68465,103392,11.64,205647.85,+425342.4,7.21,G,85.91065292096219
68469,103396,3.46,205651.75,+054535.5,9.78,G,289.01734104046244
68477,103409,2.61,205702.68,+463244.7,8.73,G,383.1417624521073
68481,103413 H,9.17,205710.41,+411001.9,3.94,G,109.05125408942203
68494,103441,73.24,205724.87,+222147.7,11.98,G,13.65374112506827
68516,103488,8.22,205802.26,+292340.4,8.05,G,121.654501216545
68520,103492,4.47,205804.79,+505218.8,8.84,G,223.7136465324385
68532,*103509,2.84,205815.30,+473703.6,7.5,G,352.11267605633805
68537,103519,12.32,205819.38,+442817.5,5.55,G,81.16883116883116
68539,103526,6.16,205825.62,+392840.2,7.74,G,162.33766233766232
68554,*103546,3.16,205843.50,+442452.7,7.44,G,316.4556962025316
68563,103565,8.98,205900.95,+321416.3,8.27,G,111.35857461024499
68567,103569 H,16.59,205904.54,+041737.8,5.3,G,60.27727546714888
68575,103577,31.4,205908.36,+033315.8,12.03,G,31.847133757961785
68578,103580,2.63,205914.07,+375548.4,8.0,G,380.2281368821293
68583,103590,3.65,205919.70,+210029.1,8.56,G,273.972602739726
68607,103624,3.23,205942.90,+384922.5,6.76,G,309.59752321981426
68619,103641 H,25.6,205955.10,+401529.9,6.58,G,39.0625
68628,*103655 H,66.21,210004.88,+400415.2,10.12,G,15.103458692040478
68629,103666,2.76,210014.58,+524026.7,9.3,G,362.3188405797102
68672,103749 H,19.29,210126.09,+403704.6,7.14,G,51.840331778123385
68676,*103753,1.17,210128.03,+471219.9,8.98,G,854.7008547008547
68677,103754,20.24,210128.71,+791743.8,8.65,G,49.40711462450593
68680,103757,3.84,210129.66,+264353.6,8.69,G,260.4166666666667
68690,103782 H,5.25,210150.08,+391538.4,7.46,G,190.47619047619048
68699,*103791 H,1.59,210154.85,+233957.2,7.82,G,628.9308176100628
68712,103809,2.93,210207.73,+475834.3,8.72,G,341.29692832764505
68713,103810 H,4.47,210209.00,+564010.6,5.83,G,223.7136465324385
68733,103845,4.73,210232.33,+352034.8,8.46,G,211.4164904862579
68735,103852 H,12.43,210236.08,+214128.2,8.06,G,80.45052292839904
68742,103859,51.65,210240.42,+455303.9,7.69,G,19.36108422071636
68744,103871,2.41,210248.62,+455056.0,6.5,G,414.9377593360996
68755,103892 H,15.17,210303.09,+013155.9,6.24,G,65.91957811470007
68771,103913,19.76,210316.24,+070458.3,10.27,G,50.60728744939271
68778,*103930 H,5.31,210329.53,+290533.2,6.96,G,188.32391713747649
68783,103950,6.16,210345.30,+120119.8,9.31,G,162.33766233766232
68796,103963,9.87,210352.14,+413741.9,6.34,G,101.31712259371835
68802,103969,5.82,210354.53,+105814.4,10.0,G,171.82130584192439
68817,103984,7.56,210406.42,+632246.6,7.34,G,132.27513227513228
68831,104005,3.84,210417.75,+024124.4,11.13,G,260.4166666666667
68836,104010,0.7,210420.04,+061642.0,10.94,G,1428.5714285714287
68853,104032 H,3.95,210434.73,+522359.2,7.59,G,253.1645569620253
68857,104041,8.16,210441.63,+025632.1,6.41,G,122.54901960784314
68860,104044 H,1.03,210443.42,+490144.1,8.05,G,970.8737864077669
68862,104051,7.53,210448.85,+553516.3,8.03,G,132.80212483399734
68868,104057,10.71,210452.63,+122641.6,7.65,G,93.37068160597572
68879,104078 H,18.6,210509.41,+193611.0,11.61,G,53.76344086021505
68880,104079,3.67,210510.20,+053935.4,10.91,G,272.47956403269757
68891,104090 H,6.25,210519.23,+004337.4,7.78,G,160.0
68893,104092,67.38,210519.70,+070414.4,8.27,G,14.841199168892848
68898,104097,19.45,210523.38,+143223.5,10.51,G,51.41388174807198
68902,104101,27.06,210526.79,+055730.6,5.94,G,36.95491500369549
68906,104105,7.91,210529.21,+780734.8,5.91,G,126.42225031605562
68911,104115,1.2,210535.79,+465747.8,7.57,G,833.3333333333334
68915,104124,22.07,210540.91,+263829.0,10.75,G,45.31037607612143
68917,104131,8.76,210551.12,+200228.6,8.27,G,114.15525114155251
68919,104133,2.61,210552.08,+391935.4,8.15,G,383.1417624521073
68923,104137,43.63,210556.31,+042542.3,12.13,G,22.920009168003666
68935,104164,18.22,210617.71,+073025.0,7.73,G,54.88474204171241
68943,104197,29.85,210637.37,+804735.4,10.84,G,33.50083752093802
68967,104241,11.25,210710.93,+152406.2,8.16,G,88.88888888888889
68969,104243,5.24,210713.16,+474414.9,9.01,G,190.83969465648855
68975,104250 H,3.34,210714.93,+444026.7,7.38,G,299.4011976047904
68993,104288,9.0,210737.89,+142055.1,8.28,G,111.11111111111111
69009,104304 H,28.53,210748.28,+294524.4,9.6,G,35.050823694356815
69017,104327,9.12,210801.31,+214553.1,7.73,G,109.64912280701755
69023,104333,7.62,210805.31,+170626.1,9.13,G,131.23359580052494
69032,104347,8.44,210821.93,+394016.5,8.3,G,118.48341232227489
69055,104375,32.59,210841.33,+734152.0,8.69,G,30.684258975145745
69064,104384,14.84,210846.41,+470925.6,10.79,G,67.38544474393531
69069,104399,23.67,210859.64,+064324.5,8.43,G,42.24757076468103
69076,104406,12.02,210903.21,+265922.2,7.92,G,83.19467554076539
69077,104407,10.72,210904.19,+455912.4,8.9,G,93.28358208955224
69106,104466,1.44,210942.20,+354815.6,8.15,G,694.4444444444445
69117,104477,12.15,210952.01,+534432.5,8.43,G,82.30452674897118
69121,104481,10.89,210958.26,+025637.0,6.44,G,91.82736455463727
69131,104491,1.35,211001.12,+342424.8,8.83,G,740.7407407407406
69149,104513,4.74,211012.38,+104419.9,8.28,G,210.97046413502107
69152,104521 H,28.38,211020.47,+100755.0,4.7,G,35.236081747709655
69164,104533 H,5.91,211030.35,+195733.7,7.51,G,169.2047377326565
69166,104535,13.67,211030.68,+030712.5,10.84,G,73.1528895391368
69167,104536 T,2.88,211030.92,+222725.7,7.7,G,347.22222222222223
69168,104537 H,2.17,211030.96,+474132.0,6.46,G,460.82949308755764
69169,104538,6.81,211031.31,+100256.0,6.07,G,146.84287812041117
69172,104541,9.93,211032.85,+364746.0,7.6,G,100.70493454179255
69191,104565,31.55,211054.92,+292525.6,11.06,G,31.695721077654515
69196,104570 H,5.62,211059.31,+093257.9,7.44,G,177.9359430604982
69204,104588,7.75,211111.76,+363918.3,8.05,G,129.03225806451613
69217,104601,8.65,211122.54,+714000.7,9.74,G,115.60693641618496
69222,104606,20.68,211124.67,+052938.2,11.72,G,48.355899419729205
69230,104614 H,10.79,211130.89,+411429.1,8.02,G,92.67840593141798
69239,*104623,4.61,211136.45,+054210.1,11.62,G,216.91973969631235
69243,104642 H,0.36,211148.24,+595911.8,5.64,G,2777.777777777778
69250,104660 H,17.95,211159.24,+241004.4,8.06,G,55.71030640668524
69256,104671,3.02,211206.93,+454212.6,7.83,G,331.12582781456956
69262,104682,7.51,211217.48,+722817.8,8.5,G,133.15579227696406
69274,104694,1.56,211227.86,+392050.9,8.57,G,641.025641025641
69286,104726,11.04,211253.23,+074133.0,7.41,G,90.57971014492755
69287,104727,8.39,211253.34,+251152.1,8.49,G,119.18951132300357
69292,104732,21.62,211256.18,+301337.5,3.21,G,46.25346901017576
69297,104742,0.61,211309.41,+435225.6,7.71,G,1639.344262295082
69303,104748 H,3.82,211316.60,+165508.4,7.31,G,261.7801047120419
69309,104754,0.7,211320.05,+402727.5,8.94,G,1428.5714285714287
69321,104771 H,11.17,211328.77,+155856.8,6.27,G,89.52551477170994
69322,104772,10.51,211328.92,+071002.7,7.15,G,95.14747859181732
69334,104789,4.04,211343.73,+480341.3,8.4,G,247.5247524752475
69350,104815,19.12,211405.83,+145659.4,10.33,G,52.30125523012552
69355,104825,2.42,211411.54,+261537.4,7.99,G,413.22314049586777
69364,104854,9.04,211423.72,+344622.7,7.68,G,110.61946902654869
69365,104855,2.5,211425.80,+341849.8,8.09,G,400.0
69368,104858 H,54.11,211428.79,+100027.8,4.47,G,18.480872297172425
69380,104870,6.56,211435.69,+135105.3,9.7,G,152.4390243902439
69392,104887 H,47.8,211447.35,+380239.6,3.74,G,20.92050209205021
69400,104900,11.55,211456.20,+642952.1,8.31,G,86.58008658008657
69416,*104966 H,1.24,211541.20,+483153.3,8.78,G,806.4516129032259
69431,105001,2.31,211557.91,+454353.9,7.83,G,432.9004329004329
69436,105021,2.48,211620.55,+390546.1,8.26,G,403.2258064516129
69446,105036,1.68,211631.52,+523206.1,8.99,G,595.2380952380953
69449,105039 H,5.53,211633.09,+150443.8,9.29,G,180.83182640144665
69454,105049 H,8.54,211640.05,+073053.2,7.42,G,117.096018735363
69458,105053,3.47,211646.14,+051507.8,7.85,G,288.1844380403458
69461,105056,6.72,211653.92,+271528.9,8.23,G,148.80952380952382
69462,105057,1.36,211654.73,+135711.4,7.57,G,735.2941176470588
69497,*105112 H,12.82,211733.73,+823102.4,7.91,G,78.003120124805
69498,*105113,2.06,211733.48,+600601.7,9.27,G,485.43689320388347
69502,*105117 H,4.81,211736.78,+394446.2,7.7,G,207.90020790020793
69514,105129,10.26,211744.81,+222317.9,8.06,G,97.46588693957115
69520,105135,6.04,211753.10,+143218.9,7.95,G,165.56291390728478
69530,105160,10.16,211810.31,+392117.0,8.67,G,98.4251968503937
